Sensor ID,Lat, Long,Timestamp,Soil Moisture (%),Soil Type,Recommended Crop(s),Recommended Crop(s)
S1396,-53.5117,100.7773,35:03.0,13.8,Loam,Wheat, Barley
S1397,15.2474,-124.0522,30:03.0,7.2,Loam,Wheat, Barley
S1398,-60.4125,-12.2202,09:03.0,33.9,Loam,Rice, Sugarcane
S1399,-16.8277,12.9328,58:03.0,30.6,Sandy,Potatoes, Carrots
S1400,83.6343,-105.251,25:03.0,9.1,Sandy,Millet, Sorghum
S1401,-34.5046,-84.5971,28:03.0,5.1,Loam,Wheat, Barley
S1402,-68.4156,-123.2585,58:03.0,25.7,Loam,Rice, Sugarcane
S1403,33.4899,117.4992,51:03.0,24.4,Sandy,Corn, Sunflower
S1404,35.438,-165.4813,47:03.0,30.5,Clay,Rice, Sugarcane
S1405,60.4665,-61.9943,52:03.0,18.7,Sandy,Corn, Sunflower
S1406,-73.5817,-90.6412,40:03.0,30.6,Sandy,Potatoes, Carrots
S1407,-25.9663,4.8455,10:03.0,31.6,Sandy,Potatoes, Carrots
S1408,31.893,-86.34,51:03.0,14.7,Sandy,Millet, Sorghum
S1409,88.3218,-168.8104,05:03.0,29.6,Loam,Rice, Sugarcane
S1410,-17.2094,-17.2076,05:03.0,33.1,Clay,Rice, Sugarcane
S1411,44.6541,-90.0531,56:03.0,20.4,Sandy,Corn, Sunflower
S1412,-6.8322,109.4028,20:03.0,33.1,Loam,Rice, Sugarcane
S1413,-64.8373,-175.6955,32:03.0,15,Clay,Corn, Soybeans
S1414,59.467,173.7242,47:03.0,14.3,Clay,Wheat, Peas
S1415,-66.4713,116.5224,00:03.0,14.6,Clay,Wheat, Peas
S1416,-22.9968,46.9071,13:03.0,15.7,Loam,Maize, Cotton
S1417,26.0433,29.6366,33:03.0,29.7,Loam,Rice, Sugarcane
S1418,-43.4123,112.589,13:03.0,31.5,Sandy,Potatoes, Carrots
S1419,-86.076,-156.7901,12:03.0,8.6,Sandy,Millet, Sorghum
S1420,72.4493,-20.3647,18:03.0,21.2,Loam,Maize, Cotton
S1421,-66.8175,145.8281,05:03.0,6.2,Loam,Wheat, Barley
S1422,59.2841,-60.642,20:03.0,28.1,Loam,Rice, Sugarcane
S1423,-82.3147,-14.0418,29:03.0,8.5,Loam,Wheat, Barley
S1424,-59.7619,26.5983,10:03.0,25.5,Sandy,Potatoes, Carrots
S1425,57.9034,-37.8005,03:03.0,28,Sandy,Potatoes, Carrots
S1426,-84.6932,65.9567,30:03.0,21.3,Clay,Corn, Soybeans
S1427,-58.8947,-102.7022,04:03.0,15.5,Sandy,Corn, Sunflower
S1428,-56.3128,-79.2524,23:03.0,29.9,Sandy,Potatoes, Carrots
S1429,69.0163,-167.5262,11:03.0,34.4,Clay,Rice, Sugarcane
S1430,21.4518,-91.5175,41:03.0,16.7,Clay,Corn, Soybeans
S1431,-36.8811,-31.6828,59:03.0,5.5,Sandy,Millet, Sorghum
S1432,9.124,-158.0475,25:03.0,9.4,Clay,Wheat, Peas
S1433,-39.6403,-130.595,07:03.0,23,Clay,Corn, Soybeans
S1434,-54.0976,138.4749,29:03.0,30.7,Loam,Rice, Sugarcane
S1435,4.6465,47.0716,36:03.0,22.4,Loam,Maize, Cotton
S1436,54.3903,106.1446,33:03.0,34.8,Sandy,Potatoes, Carrots
S1437,88.0927,101.4897,19:03.0,9.2,Loam,Wheat, Barley
S1438,-25.3598,16.0264,59:03.0,6.1,Clay,Wheat, Peas
S1439,-2.7577,148.5637,33:03.0,10.6,Sandy,Millet, Sorghum
S1440,0.4308,-40.1827,14:03.0,8.9,Clay,Wheat, Peas
S1441,-57.6331,-65.2041,13:03.0,6.3,Sandy,Millet, Sorghum
S1442,-50.5764,142.4753,02:03.0,19.3,Clay,Corn, Soybeans
S1443,50.1369,-158.9072,58:03.0,29.7,Clay,Rice, Sugarcane
S1444,88.4756,10.5956,35:03.0,25.7,Clay,Rice, Sugarcane
S1445,48.0316,179.8581,15:03.0,22,Loam,Maize, Cotton
S1446,85.3164,-143.9516,36:03.0,15.5,Sandy,Corn, Sunflower
S1447,28.2356,-84.0503,19:03.0,16.4,Sandy,Corn, Sunflower
S1448,56.9313,150.2134,35:03.0,7.8,Loam,Wheat, Barley
S1449,-79.9364,178.7011,39:03.0,8.1,Clay,Wheat, Peas
S1450,-50.5059,124.7418,44:03.0,25.5,Clay,Rice, Sugarcane
S1451,53.5303,-52.2703,12:03.0,15.3,Clay,Corn, Soybeans
S1452,61.06,124.2795,35:03.0,25,Sandy,Potatoes, Carrots
S1453,-58.3019,33.307,08:03.0,16,Sandy,Corn, Sunflower
S1454,55.1178,71.1456,11:03.0,15.7,Loam,Maize, Cotton
S1455,74.5164,-169.8456,36:03.0,29,Sandy,Potatoes, Carrots
S1456,36.1009,161.1211,19:03.0,34.8,Loam,Rice, Sugarcane
S1457,11.4492,22.7192,09:03.0,9.7,Clay,Wheat, Peas
S1458,-56.1179,175.6822,50:03.0,19.4,Sandy,Corn, Sunflower
S1459,68.6927,-2.7984,03:03.0,12.5,Clay,Wheat, Peas
S1460,-34.3704,-3.4429,40:03.0,22.4,Sandy,Corn, Sunflower
S1461,-73.7537,-96.2556,23:03.0,8.5,Loam,Wheat, Barley
S1462,-50.6144,9.5215,53:03.0,20.7,Sandy,Corn, Sunflower
S1463,-89.877,150.4426,35:03.0,17.4,Clay,Corn, Soybeans
S1464,-53.7364,-133.0238,13:03.0,5.7,Sandy,Millet, Sorghum
S1465,39.0488,150.7611,29:03.0,28.8,Clay,Rice, Sugarcane
S1466,61.9711,-63.508,31:03.0,26.6,Loam,Rice, Sugarcane
S1467,-86.0557,31.1793,28:03.0,33.3,Loam,Rice, Sugarcane
S1468,75.1003,98.7719,39:03.0,29.8,Sandy,Potatoes, Carrots
S1469,62.3666,129.841,26:03.0,30.1,Loam,Rice, Sugarcane
S1470,82.9006,-45.5073,45:03.0,32.6,Sandy,Potatoes, Carrots
S1471,79.5462,-37.5856,59:03.0,7.5,Sandy,Millet, Sorghum
S1472,-71.8142,-71.3645,15:03.0,13.2,Loam,Wheat, Barley
S1473,-65.4387,-123.2986,47:03.0,21.3,Clay,Corn, Soybeans
S1474,80.7648,105.0633,51:03.0,28.4,Loam,Rice, Sugarcane
S1475,82.9192,53.7049,24:03.0,34.6,Sandy,Potatoes, Carrots
S1476,-58.6435,168.7474,05:03.0,15.5,Clay,Corn, Soybeans
S1477,34.8409,154.3843,50:03.0,14.3,Loam,Wheat, Barley
S1478,51.6585,-99.6346,45:03.0,25.8,Clay,Rice, Sugarcane
S1479,16.011,-116.8734,52:03.0,8.2,Clay,Wheat, Peas
S1480,-34.7718,67.8594,36:03.0,10.1,Clay,Wheat, Peas
S1481,-67.0773,82.3791,11:03.0,5.5,Sandy,Millet, Sorghum
S1482,80.7819,161.5313,56:03.0,33.7,Loam,Rice, Sugarcane
S1483,-19.5117,177.9419,41:03.0,27.7,Clay,Rice, Sugarcane
S1484,83.7331,-168.3422,57:03.0,20.5,Sandy,Corn, Sunflower
S1485,18.43,151.5738,45:03.0,6.3,Clay,Wheat, Peas
S1486,84.1557,-100.4777,25:03.0,22.3,Clay,Corn, Soybeans
S1487,11.799,157.2076,33:03.0,26.2,Loam,Rice, Sugarcane
S1488,-64.6842,88.3236,23:03.0,19.7,Clay,Corn, Soybeans
S1489,-47.1607,173.6567,47:03.0,9.5,Loam,Wheat, Barley
S1490,-59.7803,138.7153,32:03.0,24.6,Loam,Maize, Cotton
S1491,-74.0293,75.2277,36:03.0,7.2,Clay,Wheat, Peas
S1492,25.0385,139.1953,52:03.0,23.7,Sandy,Corn, Sunflower
S1493,-9.6066,-84.5235,51:03.0,10.5,Clay,Wheat, Peas
S1494,-45.0826,-155.5939,33:03.0,5.2,Sandy,Millet, Sorghum
S1495,-43.8016,-141.1075,19:03.0,12,Clay,Wheat, Peas
S1496,-89.7694,-41.0626,17:03.0,14.3,Sandy,Millet, Sorghum
S1497,41.8652,168.8767,00:03.0,23.5,Sandy,Corn, Sunflower
S1498,69.2194,-2.4905,11:03.0,6.4,Loam,Wheat, Barley
S1499,-21.8317,16.5686,44:03.0,8,Sandy,Millet, Sorghum
S1500,-71.7429,-7.3839,54:03.0,22.2,Clay,Corn, Soybeans
S1501,65.5291,54.349,05:03.0,16,Loam,Maize, Cotton
S1502,33.6889,-121.4437,34:03.0,13.6,Clay,Wheat, Peas
S1503,-76.7323,124.4745,50:03.0,12.9,Clay,Wheat, Peas
S1504,-36.9164,-65.2619,32:03.0,11.7,Clay,Wheat, Peas
S1505,81.2992,-153.2879,29:03.0,30.8,Loam,Rice, Sugarcane
S1506,-59.3811,-44.8352,28:03.0,10.3,Loam,Wheat, Barley
S1507,41.7573,16.9367,49:03.0,16.4,Sandy,Corn, Sunflower
S1508,71.6624,-146.4823,59:03.0,20.9,Loam,Maize, Cotton
S1509,16.9255,40.9121,39:03.0,10.1,Sandy,Millet, Sorghum
S1510,-3.1074,-168.8424,04:03.0,22.7,Loam,Maize, Cotton
S1511,79.6396,-120.601,56:03.0,16,Sandy,Corn, Sunflower
S1512,70.1556,-123.4426,37:03.0,7.2,Clay,Wheat, Peas
S1513,-71.7736,-106.0018,39:03.0,25.9,Sandy,Potatoes, Carrots
S1514,-55.8028,70.9908,53:03.0,16.3,Clay,Corn, Soybeans
S1515,39.9669,82.7906,07:03.0,7.2,Sandy,Millet, Sorghum
S1516,-42.2523,-78.6517,57:03.0,27.1,Sandy,Potatoes, Carrots
S1517,-47.2413,-162.1312,33:03.0,12.8,Sandy,Millet, Sorghum
S1518,12.9186,122.3476,41:03.0,29,Clay,Rice, Sugarcane
S1519,-62.3538,-50.1016,52:03.0,6.3,Sandy,Millet, Sorghum
S1520,-13.0309,-73.9622,40:03.0,22.8,Loam,Maize, Cotton
S1521,29.1636,36.0776,06:03.0,32.8,Clay,Rice, Sugarcane
S1522,-54.0585,-170.7352,35:03.0,34.1,Sandy,Potatoes, Carrots
S1523,-59.2502,-74.9479,20:03.0,21.2,Sandy,Corn, Sunflower
S1524,-75.2515,123.7569,58:03.0,14.7,Loam,Wheat, Barley
S1525,-34.4964,-36.9118,54:03.0,15.3,Loam,Maize, Cotton
S1526,-1.9626,57.9744,41:03.0,8.2,Clay,Wheat, Peas
S1527,-73.5954,15.8854,39:03.0,32.8,Sandy,Potatoes, Carrots
S1528,-56.7214,138.7774,05:03.0,10.3,Clay,Wheat, Peas
S1529,-23.5077,-19.5209,18:03.0,34.3,Loam,Rice, Sugarcane
S1530,-42.6067,-12.5791,56:03.0,21,Sandy,Corn, Sunflower
S1531,-49.2764,-83.3177,04:03.0,30.2,Clay,Rice, Sugarcane
S1532,-78.9049,90.8047,51:03.0,11.7,Clay,Wheat, Peas
S1533,30.1443,-149.1454,29:03.0,11.9,Loam,Wheat, Barley
S1534,-28.1176,14.9216,30:03.0,11.7,Loam,Wheat, Barley
S1535,84.727,32.3015,37:03.0,17.5,Clay,Corn, Soybeans
S1536,9.6483,122.687,00:03.0,24.4,Sandy,Corn, Sunflower
S1537,57.3129,-29.2925,41:03.0,26.5,Clay,Rice, Sugarcane
S1538,6.3926,132.0818,26:03.0,26.7,Loam,Rice, Sugarcane
S1539,-4.5316,137.3954,57:03.0,19.5,Sandy,Corn, Sunflower
S1540,-4.2728,-151.5762,41:03.0,28.6,Clay,Rice, Sugarcane
S1541,72.4999,77.1501,19:03.0,29.8,Clay,Rice, Sugarcane
S1542,0.3783,144.1638,35:03.0,17.4,Loam,Maize, Cotton
S1543,54.0811,63.9126,59:03.0,10.1,Loam,Wheat, Barley
S1544,21.6492,-136.6985,17:03.0,11.8,Loam,Wheat, Barley
S1545,46.294,-117.7636,47:03.0,13.9,Clay,Wheat, Peas
S1546,87.1862,169.9794,34:03.0,18.4,Loam,Maize, Cotton
S1547,55.5229,-134.573,33:03.0,11.4,Clay,Wheat, Peas
S1548,-13.7925,175.7808,48:03.0,21.2,Sandy,Corn, Sunflower
S1549,-11.6292,179.0169,49:03.0,31.3,Loam,Rice, Sugarcane
S1550,22.9007,120.2789,41:03.0,5.7,Sandy,Millet, Sorghum
S1551,-43.5805,147.8896,31:03.0,10.3,Clay,Wheat, Peas
S1552,74.5513,-155.8757,56:03.0,12.2,Loam,Wheat, Barley
S1553,-20.1422,-36.9522,54:03.0,21.2,Clay,Corn, Soybeans
S1554,-31.2972,-80.5677,37:03.0,9.4,Loam,Wheat, Barley
S1555,-7.5317,134.4479,32:03.0,30.6,Sandy,Potatoes, Carrots
S1556,51.5791,44.3009,54:03.0,22.7,Sandy,Corn, Sunflower
S1557,4.0612,-28.9462,13:03.0,30.2,Loam,Rice, Sugarcane
S1558,-15.4004,-126.6481,43:03.0,11.1,Sandy,Millet, Sorghum
S1559,15.8281,93.0159,56:03.0,17.7,Sandy,Corn, Sunflower
S1560,79.137,152.9741,34:03.0,14.7,Sandy,Millet, Sorghum
S1561,11.2831,-143.6434,00:03.0,17.8,Sandy,Corn, Sunflower
S1562,-38.5033,12.8281,22:03.0,11.6,Clay,Wheat, Peas
S1563,-28.1035,-32.0796,05:03.0,8.6,Sandy,Millet, Sorghum
S1564,-21.0522,-5.1895,55:03.0,26.3,Clay,Rice, Sugarcane
S1565,19.6132,-166.5124,28:03.0,8.4,Clay,Wheat, Peas
S1566,-40.4255,-128.213,46:03.0,23.2,Loam,Maize, Cotton
S1567,19.5579,69.7181,42:03.0,6,Sandy,Millet, Sorghum
S1568,-83.0191,140.2467,31:03.0,20.1,Sandy,Corn, Sunflower
S1569,-30.3311,-94.4715,14:03.0,31.9,Clay,Rice, Sugarcane
S1570,44.235,151.5006,42:03.0,16.1,Loam,Maize, Cotton
S1571,71.4656,-172.7162,47:03.0,25.4,Loam,Rice, Sugarcane
S1572,57.1295,-70.9002,30:03.0,24.3,Sandy,Corn, Sunflower
S1573,-39.5376,-3.0171,39:03.0,32.7,Sandy,Potatoes, Carrots
S1574,35.3129,-144.6417,32:03.0,32.7,Loam,Rice, Sugarcane
S1575,66.402,-131.6212,50:03.0,27.5,Clay,Rice, Sugarcane
S1576,85.3595,-20.4802,07:03.0,12.2,Sandy,Millet, Sorghum
S1577,58.6482,-83.0088,27:03.0,15.7,Loam,Maize, Cotton
S1578,-14.9809,52.3997,38:03.0,16.7,Clay,Corn, Soybeans
S1579,-56.1716,-103.8994,14:03.0,6.5,Clay,Wheat, Peas
S1580,58.3145,86.7401,16:03.0,15.4,Loam,Maize, Cotton
S1581,46.7088,132.188,53:03.0,16.7,Clay,Corn, Soybeans
S1582,57.7831,5.4971,39:03.0,10.3,Loam,Wheat, Barley
S1583,-61.385,-67.9957,54:03.0,7.9,Sandy,Millet, Sorghum
S1584,1.2231,-131.1661,42:03.0,21.2,Clay,Corn, Soybeans
S1585,63.2332,136.5597,09:03.0,5.4,Loam,Wheat, Barley
S1586,-84.7893,-110.6052,17:03.0,29.6,Sandy,Potatoes, Carrots
S1587,59.9274,121.3116,38:03.0,13.4,Sandy,Millet, Sorghum
S1588,-45.0918,-15.6785,44:03.0,21.7,Sandy,Corn, Sunflower
S1589,75.2456,73.6682,01:03.0,34.6,Sandy,Potatoes, Carrots
S1590,-40.6841,116.4623,52:03.0,25.1,Loam,Rice, Sugarcane
S1591,0.9227,48.7475,02:03.0,15.7,Clay,Corn, Soybeans
S1592,-67.7029,-168.9973,30:03.0,27.3,Loam,Rice, Sugarcane
S1593,-22.956,33.8557,19:03.0,25.1,Clay,Rice, Sugarcane
S1594,-58.0349,133.3731,15:03.0,30.8,Clay,Rice, Sugarcane
S1595,15.6384,-54.0864,47:03.0,15.2,Clay,Corn, Soybeans
S1596,-60.5675,142.0171,45:03.0,15.8,Sandy,Corn, Sunflower
S1597,44.813,67.9862,42:03.0,13.8,Sandy,Millet, Sorghum
S1598,-38.6875,-40.8364,19:03.0,11.9,Sandy,Millet, Sorghum
S1599,-60.6767,26.0129,44:03.0,31,Clay,Rice, Sugarcane
S1600,83.6852,128.56,48:03.0,12.8,Clay,Wheat, Peas
S1601,26.5284,63.9703,29:03.0,27.3,Clay,Rice, Sugarcane
S1602,-41.565,-32.5774,59:03.0,27.4,Clay,Rice, Sugarcane
S1603,-86.3906,100.9093,56:03.0,21.6,Loam,Maize, Cotton
S1604,48.1631,-176.7967,25:03.0,28.6,Sandy,Potatoes, Carrots
S1605,74.0728,53.0538,27:03.0,13.7,Sandy,Millet, Sorghum
S1606,18.2056,-176.9531,54:03.0,33.4,Loam,Rice, Sugarcane
S1607,-44.5697,109.8308,59:03.0,10.6,Sandy,Millet, Sorghum
S1608,-35.0173,168.1288,50:03.0,34,Loam,Rice, Sugarcane
S1609,25.6933,-27.4296,40:03.0,15.1,Clay,Corn, Soybeans
S1610,-22.2344,-54.4647,23:03.0,10.9,Loam,Wheat, Barley
S1611,-44.6402,-11.9887,40:03.0,12.6,Clay,Wheat, Peas
S1612,31.8953,116.7519,34:03.0,11.8,Loam,Wheat, Barley
S1613,-18.5125,-143.1676,14:03.0,28.2,Clay,Rice, Sugarcane
S1614,2.0725,58.448,15:03.0,13.4,Loam,Wheat, Barley
S1615,61.7911,-45.2773,52:03.0,21.6,Clay,Corn, Soybeans
S1616,26.5216,39.258,44:03.0,21.5,Loam,Maize, Cotton
S1617,-36.2743,-141.0824,00:03.0,17,Loam,Maize, Cotton
S1618,-78.5093,175.8099,51:03.0,10.5,Sandy,Millet, Sorghum
S1619,25.3071,130.137,34:03.0,35,Clay,Rice, Sugarcane
S1620,-42.9936,75.9938,16:03.0,5.5,Sandy,Millet, Sorghum
S1621,70.6273,-72.4352,26:03.0,11.8,Clay,Wheat, Peas
S1622,-63.0127,95.5708,48:03.0,12.1,Loam,Wheat, Barley
S1623,71.9437,109.9547,00:03.0,28.9,Loam,Rice, Sugarcane
S1624,54.4255,36.012,36:03.0,18.4,Sandy,Corn, Sunflower
S1625,28.8955,65.0721,34:03.0,22.6,Sandy,Corn, Sunflower
S1626,39.831,55.9442,49:03.0,33.7,Clay,Rice, Sugarcane
S1627,89.5444,-86.6065,21:03.0,15.8,Clay,Corn, Soybeans
S1628,-14.6582,-40.221,28:03.0,23.1,Loam,Maize, Cotton
S1629,-83.6426,74.9048,36:03.0,30.4,Loam,Rice, Sugarcane
S1630,12.9676,-111.6305,41:03.0,30.8,Clay,Rice, Sugarcane
S1631,40.779,-99.9493,14:03.0,25,Loam,Rice, Sugarcane
S1632,6.2343,102.5629,11:03.0,21.5,Sandy,Corn, Sunflower
S1633,73.1748,61.8727,03:03.0,5,Sandy,Millet, Sorghum
S1634,1.3167,124.3509,01:03.0,16.6,Clay,Corn, Soybeans
S1635,61.315,135.5381,03:03.0,14.3,Clay,Wheat, Peas
S1636,-57.3955,-144.8629,34:03.0,27.6,Clay,Rice, Sugarcane
S1637,-66.9701,-86.8853,52:03.0,16.5,Sandy,Corn, Sunflower
S1638,55.5019,94.6506,05:03.0,14.9,Sandy,Millet, Sorghum
S1639,-57.0477,64.6965,12:03.0,23.2,Clay,Corn, Soybeans
S1640,-29.5862,-147.8521,25:03.0,21.8,Sandy,Corn, Sunflower
S1641,-26.049,87.9156,49:03.0,9.5,Clay,Wheat, Peas
S1642,-34.7247,103.7126,42:03.0,17.9,Clay,Corn, Soybeans
S1643,-30.3629,-86.1987,50:03.0,29.3,Loam,Rice, Sugarcane
S1644,-37.0708,126.437,32:03.0,14.7,Clay,Wheat, Peas
S1645,-5.3034,131.9016,05:03.0,7.8,Sandy,Millet, Sorghum
S1646,15.0434,159.9484,50:03.0,33.5,Loam,Rice, Sugarcane
S1647,-77.1812,140.1934,28:03.0,29.3,Loam,Rice, Sugarcane
S1648,0.0859,132.2992,54:03.0,31.9,Sandy,Potatoes, Carrots
S1649,-21.2995,-72.5919,33:03.0,33.8,Loam,Rice, Sugarcane
S1650,-80.2688,127.5263,19:03.0,20.6,Loam,Maize, Cotton
S1651,-65.2743,-107.8932,59:03.0,22.8,Sandy,Corn, Sunflower
S1652,-16.3455,24.9853,38:03.0,15.3,Loam,Maize, Cotton
S1653,73.1918,-15.2743,54:03.0,24.9,Sandy,Corn, Sunflower
S1654,-33.051,77.6406,41:03.0,19.8,Clay,Corn, Soybeans
S1655,50.2094,-4.4709,40:03.0,22.2,Clay,Corn, Soybeans
S1656,23.5859,-116.3433,04:03.0,11.5,Loam,Wheat, Barley
S1657,24.2098,-178.3031,02:03.0,26,Sandy,Potatoes, Carrots
S1658,-40.765,94.0296,56:03.0,23.2,Clay,Corn, Soybeans
S1659,-59.651,95.2141,50:03.0,17.3,Clay,Corn, Soybeans
S1660,-1.8761,94.8849,57:03.0,6.6,Sandy,Millet, Sorghum
S1661,-74.1526,41.2127,38:03.0,31,Clay,Rice, Sugarcane
S1662,24.0278,-34.7783,09:03.0,14.9,Sandy,Millet, Sorghum
S1663,83.759,-42.0061,57:03.0,17.5,Clay,Corn, Soybeans
S1664,-83.2094,-108.2109,41:03.0,19.8,Clay,Corn, Soybeans
S1665,-22.8417,-174.9322,54:03.0,34.6,Loam,Rice, Sugarcane
S1666,-32.0016,119.9623,44:03.0,15.1,Loam,Maize, Cotton
S1667,-55.6962,63.6293,49:03.0,33.2,Loam,Rice, Sugarcane
S1668,22.8036,-90.4237,12:03.0,17.8,Clay,Corn, Soybeans
S1669,34.8345,-56.0341,18:03.0,13,Sandy,Millet, Sorghum
S1670,-66.7925,-41.9218,29:03.0,11.1,Loam,Wheat, Barley
S1671,15.9607,-119.8727,58:03.0,7.1,Sandy,Millet, Sorghum
S1672,58.2919,-72.6472,19:03.0,12,Loam,Wheat, Barley
S1673,-37.651,82.0195,09:03.0,31.4,Clay,Rice, Sugarcane
S1674,17.3466,-58.3793,10:03.0,22.9,Sandy,Corn, Sunflower
S1675,69.8353,178.3701,21:03.0,30.9,Clay,Rice, Sugarcane
S1676,-28.3081,144.4982,00:03.0,6.7,Clay,Wheat, Peas
S1677,-25.3348,-112.1666,41:03.0,6.5,Loam,Wheat, Barley
S1678,80.6552,150.5539,23:03.0,11.2,Clay,Wheat, Peas
S1679,-17.3895,-97.7694,39:03.0,23.6,Loam,Maize, Cotton
S1680,40.8904,-132.7659,46:03.0,26.7,Clay,Rice, Sugarcane
S1681,42.1338,32.2894,13:03.0,23.8,Clay,Corn, Soybeans
S1682,-59.5827,-48.0271,02:03.0,30.8,Sandy,Potatoes, Carrots
S1683,27.0973,-166.5492,51:03.0,32.6,Sandy,Potatoes, Carrots
S1684,67.7779,-87.9159,56:03.0,34.7,Clay,Rice, Sugarcane
S1685,6.252,-162.5087,32:03.0,21.9,Loam,Maize, Cotton
S1686,89.0424,58.3092,45:03.0,20.5,Loam,Maize, Cotton
S1687,27.6422,-172.893,17:03.0,22.1,Sandy,Corn, Sunflower
S1688,34.155,-29.9608,28:03.0,5.2,Clay,Wheat, Peas
S1689,-21.5543,17.0217,20:03.0,14,Sandy,Millet, Sorghum
S1690,-4.6087,-124.8742,57:03.0,23.2,Sandy,Corn, Sunflower
S1691,35.1346,46.9121,54:03.0,15.7,Loam,Maize, Cotton
S1692,-35.799,58.1992,34:03.0,19,Loam,Maize, Cotton
S1693,29.2469,-82.8082,08:03.0,15.1,Sandy,Corn, Sunflower
S1694,19.0142,-130.6211,22:03.0,27.1,Loam,Rice, Sugarcane
S1695,59.5175,-142.2309,27:03.0,34.8,Sandy,Potatoes, Carrots
S1696,39.3779,-137.6156,10:03.0,32.7,Clay,Rice, Sugarcane
S1697,-69.4777,-141.7451,29:03.0,23,Loam,Maize, Cotton
S1698,-54.2436,-108.0902,08:03.0,33.4,Clay,Rice, Sugarcane
S1699,-42.6611,8.3326,07:03.0,14.1,Sandy,Millet, Sorghum
S1700,-53.6988,73.2372,56:03.0,14.8,Sandy,Millet, Sorghum
S1701,-36.8368,-165.8139,28:03.0,27.7,Sandy,Potatoes, Carrots
S1702,-0.6562,-105.2302,01:03.0,28.8,Clay,Rice, Sugarcane
S1703,77.9624,-60.9827,00:03.0,18.3,Clay,Corn, Soybeans
S1704,-89.5072,61.7879,18:03.0,10.9,Loam,Wheat, Barley
S1705,73.2384,120.6836,33:03.0,16.7,Loam,Maize, Cotton
S1706,30.4239,-126.308,40:03.0,13.1,Sandy,Millet, Sorghum
S1707,-73.7851,4.2139,16:03.0,15.8,Clay,Corn, Soybeans
S1708,40.2415,-143.5354,34:03.0,20.9,Sandy,Corn, Sunflower
S1709,-43.9394,-96.7823,54:03.0,27.7,Sandy,Potatoes, Carrots
S1710,87.9599,-73.432,47:03.0,24.2,Clay,Corn, Soybeans
S1711,-6.4301,-144.0688,27:03.0,10.6,Loam,Wheat, Barley
S1712,-58.5537,-165.8,33:03.0,5.9,Loam,Wheat, Barley
S1713,-37.6979,108.5746,16:03.0,22.2,Clay,Corn, Soybeans
S1714,-33.7127,85.8745,39:03.0,23.2,Sandy,Corn, Sunflower
S1715,-72.9003,92.9534,11:03.0,30.5,Loam,Rice, Sugarcane
S1716,-81.74,126.7195,44:03.0,23.6,Loam,Maize, Cotton
S1717,29.4039,-118.6156,45:03.0,6.8,Loam,Wheat, Barley
S1718,-25.6451,-22.4228,30:03.0,10,Sandy,Millet, Sorghum
S1719,21.9253,136.2512,36:03.0,16.9,Sandy,Corn, Sunflower
S1720,-73.2688,113.3871,33:03.0,9.9,Loam,Wheat, Barley
S1721,-57.0835,-35.7201,50:03.0,13.3,Loam,Wheat, Barley
S1722,83.2158,-82.1401,09:03.0,7.3,Sandy,Millet, Sorghum
S1723,-20.5712,126.2418,17:03.0,17.8,Clay,Corn, Soybeans
S1724,53.9818,53.5847,04:03.0,32.6,Loam,Rice, Sugarcane
S1725,53.4437,-139.2996,42:03.0,25.4,Clay,Rice, Sugarcane
S1726,35.3106,-158.8873,01:03.0,34.1,Sandy,Potatoes, Carrots
S1727,79.6441,-122.6177,40:03.0,13.2,Clay,Wheat, Peas
S1728,-15.115,32.6701,21:03.0,25.5,Sandy,Potatoes, Carrots
S1729,54.4077,64.2215,08:03.0,29.8,Clay,Rice, Sugarcane
S1730,-57.3731,-43.2897,45:03.0,13.2,Clay,Wheat, Peas
S1731,-25.4522,-169.6262,38:03.0,11.5,Loam,Wheat, Barley
S1732,33.2035,121.8731,22:03.0,29.7,Sandy,Potatoes, Carrots
S1733,85.22,-132.9641,10:03.0,12.5,Sandy,Millet, Sorghum
S1734,75.6716,-139.3425,11:03.0,24.6,Clay,Corn, Soybeans
S1735,-15.9688,-163.45,09:03.0,32.1,Clay,Rice, Sugarcane
S1736,-42.9097,-66.8743,10:03.0,24.4,Loam,Maize, Cotton
S1737,36.8223,64.0544,52:03.0,31.1,Loam,Rice, Sugarcane
S1738,48.1552,27.5936,12:03.0,30.5,Clay,Rice, Sugarcane
S1739,11.7022,172.0424,45:03.0,14.8,Clay,Wheat, Peas
S1740,30.572,-58.2118,07:03.0,21.4,Clay,Corn, Soybeans
S1741,4.1586,72.2089,30:03.0,15.1,Loam,Maize, Cotton
S1742,-72.8564,58.2168,51:03.0,18.1,Clay,Corn, Soybeans
S1743,-45.2561,-55.5302,52:03.0,12.7,Sandy,Millet, Sorghum
S1744,31.7332,-41.4444,26:03.0,33.5,Clay,Rice, Sugarcane
S1745,61.0259,21.0039,45:03.0,29,Clay,Rice, Sugarcane
S1746,87.8025,-160.3562,24:03.0,20.8,Clay,Corn, Soybeans
S1747,25.8118,-123.5061,25:03.0,17.4,Clay,Corn, Soybeans
S1748,62.7922,126.6736,25:03.0,16.9,Clay,Corn, Soybeans
S1749,66.4948,-153.0485,56:03.0,29.3,Loam,Rice, Sugarcane
S1750,-1.5034,-93.2789,55:03.0,27,Clay,Rice, Sugarcane
S1751,84.6261,-161.8737,56:03.0,9.4,Sandy,Millet, Sorghum
S1752,-49.9128,51.5942,23:03.0,33.9,Clay,Rice, Sugarcane
